Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank
871x,molecules2,EDL140-022315,313.1535,1,313.1535,1,precursor,11.35,6920852,68415,1
871x,molecules2,EDL71-022315,313.1535,1,313.1535,1,precursor,11.42,5792647,62053,1
871x,molecules2,EDL72-022315,313.1535,1,313.1535,1,precursor,11.43,8230034,126165,1
871x,molecules2,EDL73-022315,313.1535,1,313.1535,1,precursor,11.34,107875,11491,1
871x,molecules2,EDL74-022315,313.1535,1,313.1535,1,precursor,11.39,90714,8023,1
871x,molecules2,EDL75-022315,313.1535,1,313.1535,1,precursor,11.45,74332,8703,1
871x,molecules2,EDL76-022315,313.1535,1,313.1535,1,precursor,11.42,781062,7099,1
871x,molecules2,EDL77-022315,313.1535,1,313.1535,1,precursor,11.38,1649395,27995,1
871x,molecules2,EDL78-022315,313.1535,1,313.1535,1,precursor,11.39,2492618,36340,1
871x,molecules2,EDL79-022315,313.1535,1,313.1535,1,precursor,11.43,239790,5631,1
871x,molecules2,EDL80-022315,313.1535,1,313.1535,1,precursor,11.44,3569047,28120,1
871x,molecules2,EDL86-022315,313.1535,1,313.1535,1,precursor,11.4,418725,16630,1
871x,molecules2,EDL87,313.1535,1,313.1535,1,precursor,11.46,6854274,60283,1
871x,molecules2,EDL88-022315,313.1535,1,313.1535,1,precursor,11.43,52889,9537,1
871x,molecules2,EDL89-022315,313.1535,1,313.1535,1,precursor,11.43,61529,7122,1
871x,molecules2,EDL90-022315,313.1535,1,313.1535,1,precursor,11.4,136558,4700,1
871x,molecules2,ELL01-022315,313.1535,1,313.1535,1,precursor,11.31,9469319,89799,1
871x,molecules2,ELL02-022315,313.1535,1,313.1535,1,precursor,11.37,40294,8149,1
871x,molecules2,ELL03-022315,313.1535,1,313.1535,1,precursor,11.36,924333,24126,1
871x,molecules2,ELL04-022315,313.1535,1,313.1535,1,precursor,11.45,13846509,132153,1
871x,molecules2,ELL05-022315,313.1535,1,313.1535,1,precursor,11.42,132851,8503,1
871x,molecules2,ELL06-022315,313.1535,1,313.1535,1,precursor,11.33,255167,9334,1
871x,molecules2,ELL07-022315,313.1535,1,313.1535,1,precursor,11.43,1844161,19114,1
871x,molecules2,ELL08-022315,313.1535,1,313.1535,1,precursor,11.44,2728532,56016,1
871x,molecules2,ELL09-022315,313.1535,1,313.1535,1,precursor,11.35,274958,10319,1
871x,molecules2,ELL10-022315,313.1535,1,313.1535,1,precursor,11.35,103409,4787,1
871x,molecules2,ELL16-022315,313.1535,1,313.1535,1,precursor,11.42,10214006,98376,1
871x,molecules2,ELL17-022315,313.1535,1,313.1535,1,precursor,11.4,6861702,97276,1
871x,molecules2,ELL18-022315,313.1535,1,313.1535,1,precursor,11.38,3515923,46250,1
871x,molecules2,ELL19-022315,313.1535,1,313.1535,1,precursor,11.35,22706564,362411,1
871x,molecules2,ELL20-022315,313.1535,1,313.1535,1,precursor,11.42,6615045,58854,1
871x,molecules2,ELL56-022315,313.1535,1,313.1535,1,precursor,11.42,6973489,80848,1
871x,molecules2,ELL57-022315,313.1535,1,313.1535,1,precursor,11.4,13009362,98750,1
871x,molecules2,ELL58-022315,313.1535,1,313.1535,1,precursor,11.39,6335246,83264,1
871x,molecules2,ELL59-022315,313.1535,1,313.1535,1,precursor,11.38,229450,8148,1
871x,molecules2,ELL60-022315,313.1535,1,313.1535,1,precursor,11.4,4345594,38533,1
871x,molecules2,ELL61-022315,313.1535,1,313.1535,1,precursor,11.44,15069930,93558,1
871x,molecules2,ELL62-022315,313.1535,1,313.1535,1,precursor,11.4,2038181,31498,1
871x,molecules2,ELL63-022315,313.1535,1,313.1535,1,precursor,11.46,41120,2400,1
871x,molecules2,ELL64-022315,313.1535,1,313.1535,1,precursor,11.34,9768209,130769,1
871x,molecules2,ELL65-022315,313.1535,1,313.1535,1,precursor,11.41,3956309,49053,1
871x,molecules2,ELL66-022315,313.1535,1,313.1535,1,precursor,11.34,6992270,98515,1
871x,molecules2,ELL67-022315,313.1535,1,313.1535,1,precursor,11.4,14693912,127954,1
871x,molecules2,ELL68-022315,313.1535,1,313.1535,1,precursor,11.42,17330026,256702,1
871x,molecules2,ELL69-022315,313.1535,1,313.1535,1,precursor,11.44,491040,13593,1
871x,molecules2,ELL70-022315,313.1535,1,313.1535,1,precursor,11.43,226889,8010,1
871x,molecules2,HCN01-022315,313.1535,1,313.1535,1,precursor,11.43,14842068,270852,1
871x,molecules2,HCN02-022315,313.1535,1,313.1535,1,precursor,11.4,11681165,119947,1
871x,molecules2,HCN03-022315,313.1535,1,313.1535,1,precursor,11.42,11820214,53275,1
871x,molecules2,HCN04-022315,313.1535,1,313.1535,1,precursor,11.43,6824575,109380,1
871x,molecules2,HCN05-022315,313.1535,1,313.1535,1,precursor,11.34,11635969,88698,1
871x,molecules2,HCN06-022315,313.1535,1,313.1535,1,precursor,11.4,5585749,58616,1
871x,molecules2,HCN07-022315,313.1535,1,313.1535,1,precursor,11.45,4073057,46919,1
871x,molecules2,HCN08-022315,313.1535,1,313.1535,1,precursor,11.43,11416777,87537,1
871x,molecules2,HCN09-022315,313.1535,1,313.1535,1,precursor,11.43,1355826,23548,1
871x,molecules2,HCN10-022315,313.1535,1,313.1535,1,precursor,11.41,7136394,59805,1
871x,molecules2,HCN11-022315,313.1535,1,313.1535,1,precursor,11.37,2016124,23322,1
871x,molecules2,HCN12-022315,313.1535,1,313.1535,1,precursor,11.4,7924253,116001,1
871x,molecules2,HCN13-022315,313.1535,1,313.1535,1,precursor,11.42,1966188,19786,1
871x,molecules2,HCN14-022315,313.1535,1,313.1535,1,precursor,11.41,5284107,85351,1
871x,molecules2,HCN15-022315,313.1535,1,313.1535,1,precursor,11.43,7011083,76211,1
871x,molecules2,HCN16-022315,313.1535,1,313.1535,1,precursor,11.45,8258959,110254,1
871x,molecules2,HCN17-022315,313.1535,1,313.1535,1,precursor,11.43,5088135,77213,1
871x,molecules2,HCN18,313.1535,1,313.1535,1,precursor,11.45,7264164,56810,1
871x,molecules2,HCN19-022315,313.1535,1,313.1535,1,precursor,11.4,8761563,176317,1
871x,molecules2,HCN20,313.1535,1,313.1535,1,precursor,11.43,8925251,69408,1
871x,molecules2,HCN21-022315,313.1535,1,313.1535,1,precursor,11.39,17810508,209885,1
871x,molecules2,HCN22-022315,313.1535,1,313.1535,1,precursor,11.45,10652856,115941,1
871x,molecules2,HCN23-022315,313.1535,1,313.1535,1,precursor,11.43,3753007,20899,1
871x,molecules2,HCN24-022315,313.1535,1,313.1535,1,precursor,11.42,9425884,77844,1
871x,molecules2,HCN25-022315,313.1535,1,313.1535,1,precursor,11.32,8015342,143939,1
871x,molecules2,HCN28-022315,313.1535,1,313.1535,1,precursor,11.41,6365482,74753,1
871x,molecules2,HCN29-022315,313.1535,1,313.1535,1,precursor,11.34,9224855,126086,1
871x,molecules2,HCN30-022315,313.1535,1,313.1535,1,precursor,11.44,10255200,96008,1
871x,molecules2,HCW11-022315,313.1535,1,313.1535,1,precursor,11.45,4539770,41874,1
871x,molecules2,HCW12-022315,313.1535,1,313.1535,1,precursor,11.42,3563490,44875,1
871x,molecules2,HCW13-022315,313.1535,1,313.1535,1,precursor,11.32,10279876,132206,1
871x,molecules2,HCW20-022315,313.1535,1,313.1535,1,precursor,11.34,11695419,134106,1
871x,molecules2,HCW21-022315,313.1535,1,313.1535,1,precursor,11.36,10920218,89118,1
871x,molecules2,HCW22-022315,313.1535,1,313.1535,1,precursor,11.35,6765431,71296,1
871x,molecules2,HCW23-022315,313.1535,1,313.1535,1,precursor,11.4,8558271,111819,1
871x,molecules2,HCW24-022315,313.1535,1,313.1535,1,precursor,11.44,8960078,79695,1
871x,molecules2,HCW25-022315,313.1535,1,313.1535,1,precursor,11.31,10579044,121980,1
871x,molecules2,HCW26-022315,313.1535,1,313.1535,1,precursor,11.41,5691463,29573,1
871x,molecules2,HCW27-022315,313.1535,1,313.1535,1,precursor,11.33,8294879,83074,1
871x,molecules2,HCW28-022315,313.1535,1,313.1535,1,precursor,11.41,5425013,61264,1
871x,molecules2,HCW29-022315,313.1535,1,313.1535,1,precursor,11.4,7325901,49792,1
871x,molecules2,HCW30-022315g,313.1535,1,313.1535,1,precursor,11.41,3015404,45586,1
871x,molecules2,HCW31,313.1535,1,313.1535,1,precursor,11.45,8183284,69972,1
871x,molecules2,HCW32-022315,313.1535,1,313.1535,1,precursor,11.4,9380348,62468,1
871x,molecules2,HCW33-022315,313.1535,1,313.1535,1,precursor,11.42,9837866,90110,1
871x,molecules2,HCW34-022315,313.1535,1,313.1535,1,precursor,11.45,1327814,9886,1
871x,molecules2,HCW35-022315,313.1535,1,313.1535,1,precursor,11.39,6636010,72767,1
871x,molecules2,HCW36-022315,313.1535,1,313.1535,1,precursor,11.41,8036346,85652,1
871x,molecules2,HCW37-022315,313.1535,1,313.1535,1,precursor,11.42,10004865,90751,1
871x,molecules2,HCW38-022315,313.1535,1,313.1535,1,precursor,11.39,6515028,65653,1
871x,molecules2,HCW39-022315,313.1535,1,313.1535,1,precursor,11.41,5837522,52108,1
871x,molecules2,HCW40-022315,313.1535,1,313.1535,1,precursor,11.4,1818669,20504,1
871x,molecules2,HCW41-022315,313.1535,1,313.1535,1,precursor,11.41,4214162,67856,1
871x,molecules2,HCW42-022315,313.1535,1,313.1535,1,precursor,11.41,4558999,47155,1
871x,molecules2,HCW43,313.1535,1,313.1535,1,precursor,11.46,1500398,14194,1
871x,molecules2,HCW44-022315,313.1535,1,313.1535,1,precursor,11.44,1434504,31222,1
871x,molecules2,HCW45-022315,313.1535,1,313.1535,1,precursor,11.42,6675904,47002,1
871x,molecules2,HCW46-022315,313.1535,1,313.1535,1,precursor,11.34,12276709,128595,1
871x,molecules2,EDL100-052315,313.1535,1,313.1535,1,precursor,11.5,28876,1080,1
871x,molecules2,EDL101-052315,313.1535,1,313.1535,1,precursor,11.47,705050,7818,1
871x,molecules2,EDL102-052315,313.1535,1,313.1535,1,precursor,11.38,55537,3039,1
871x,molecules2,EDL103-052315,313.1535,1,313.1535,1,precursor,11.46,38670,3646,1
871x,molecules2,EDL104-052315,313.1535,1,313.1535,1,precursor,11.4,8221,1830,1
871x,molecules2,EDL105-052315,313.1535,1,313.1535,1,precursor,11.44,4758671,51666,1
871x,molecules2,EDL106-052315,313.1535,1,313.1535,1,precursor,11.46,6509454,53231,1
871x,molecules2,EDL107-052315,313.1535,1,313.1535,1,precursor,11.46,50454,3874,1
871x,molecules2,EDL108-052315,313.1535,1,313.1535,1,precursor,11.48,6016725,37633,1
871x,molecules2,EDL109-052315,313.1535,1,313.1535,1,precursor,11.46,1808086,17833,1
871x,molecules2,EDL110-052315,313.1535,1,313.1535,1,precursor,11.47,219989,3648,1
871x,molecules2,EDL111-052315,313.1535,1,313.1535,1,precursor,11.47,37668,1048,1
871x,molecules2,EDL112-052315,313.1535,1,313.1535,1,precursor,11.36,4031456,2618,1
871x,molecules2,EDL113-052315,313.1535,1,313.1535,1,precursor,11.39,30849,2502,1
871x,molecules2,EDL114-052315,313.1535,1,313.1535,1,precursor,11.5,12003,2393,1
871x,molecules2,EDL115-052315,313.1535,1,313.1535,1,precursor,11.48,3618996,28359,1
871x,molecules2,EDL116-052315,313.1535,1,313.1535,1,precursor,11.47,18007,2363,1
871x,molecules2,EDL117-052315,313.1535,1,313.1535,1,precursor,11.35,45987,2064,1
871x,molecules2,EDL118-052315,313.1535,1,313.1535,1,precursor,11.34,1951877,6820,1
871x,molecules2,EDL119-052315,313.1535,1,313.1535,1,precursor,11.47,27538,3963,1
871x,molecules2,EDL120-052315,313.1535,1,313.1535,1,precursor,11.46,2951284,27847,1
871x,molecules2,EDL121-052315,313.1535,1,313.1535,1,precursor,11.47,47778,1096,1
871x,molecules2,EDL122-052315,313.1535,1,313.1535,1,precursor,11.45,28762,823,1
871x,molecules2,EDL123-052315,313.1535,1,313.1535,1,precursor,11.35,114592,3443,1
871x,molecules2,EDL124-052315,313.1535,1,313.1535,1,precursor,11.36,3384024,29129,1
871x,molecules2,EDL125-052315,313.1535,1,313.1535,1,precursor,11.48,38837,2448,1
871x,molecules2,EDL81-052315,313.1535,1,313.1535,1,precursor,11.46,153434,5453,1
871x,molecules2,EDL82-052315,313.1535,1,313.1535,1,precursor,11.36,102532,3284,1
871x,molecules2,EDL83-052315,313.1535,1,313.1535,1,precursor,11.36,44360,2348,1
871x,molecules2,EDL84-052315,313.1535,1,313.1535,1,precursor,11.4,18674,1019,1
871x,molecules2,EDL85-052315,313.1535,1,313.1535,1,precursor,11.4,44665,2666,1
871x,molecules2,EDL91-052315,313.1535,1,313.1535,1,precursor,11.46,1748155,11478,1
871x,molecules2,EDL92-052315,313.1535,1,313.1535,1,precursor,11.47,4424284,16464,1
871x,molecules2,EDL93-052315,313.1535,1,313.1535,1,precursor,11.51,17035,533,1
871x,molecules2,EDL94-052315,313.1535,1,313.1535,1,precursor,11.48,13637,3506,1
871x,molecules2,EDL95-052315,313.1535,1,313.1535,1,precursor,11.49,21230,1517,1
871x,molecules2,EDL96-052315,313.1535,1,313.1535,1,precursor,11.39,6644905,34810,1
871x,molecules2,EDL97-052315,313.1535,1,313.1535,1,precursor,11.48,2863,1630,1
871x,molecules2,EDL98-052315,313.1535,1,313.1535,1,precursor,11.45,46521,1940,1
871x,molecules2,EDL99-052315,313.1535,1,313.1535,1,precursor,11.39,858301,10242,1
871x,molecules2,ELL11-052315,313.1535,1,313.1535,1,precursor,11.45,3638283,33093,1
871x,molecules2,ELL12-052315,313.1535,1,313.1535,1,precursor,11.47,4660970,25365,1
871x,molecules2,ELL13-052315,313.1535,1,313.1535,1,precursor,11.48,61475,2352,1
871x,molecules2,ELL14-052315,313.1535,1,313.1535,1,precursor,11.4,4404151,46555,1
871x,molecules2,ELL15-052315,313.1535,1,313.1535,1,precursor,11.46,3119605,22394,1
871x,molecules2,ELL21-052315,313.1535,1,313.1535,1,precursor,11.45,61800,1175,1
871x,molecules2,ELL22-052315,313.1535,1,313.1535,1,precursor,11.38,55762,1869,1
871x,molecules2,ELL23-052315,313.1535,1,313.1535,1,precursor,11.46,56206,3514,1
871x,molecules2,ELL24-052315,313.1535,1,313.1535,1,precursor,11.44,30863,3571,1
871x,molecules2,ELL25-052315,313.1535,1,313.1535,1,precursor,11.47,48893,1769,1
871x,molecules2,ELL26-052315,313.1535,1,313.1535,1,precursor,11.47,29674,1178,1
871x,molecules2,ELL27-052315,313.1535,1,313.1535,1,precursor,11.37,4268123,16584,1
871x,molecules2,ELL28-052315,313.1535,1,313.1535,1,precursor,11.46,1395157,9491,1
871x,molecules2,ELL29-052315,313.1535,1,313.1535,1,precursor,11.4,75539,3088,1
871x,molecules2,ELL30-052315,313.1535,1,313.1535,1,precursor,11.43,1470971,12022,1
871x,molecules2,ELL31-052315,313.1535,1,313.1535,1,precursor,11.46,776130,8114,1
871x,molecules2,ELL32-052315,313.1535,1,313.1535,1,precursor,11.48,2508309,21129,1
871x,molecules2,ELL33-052315,313.1535,1,313.1535,1,precursor,11.41,618081,10024,1
871x,molecules2,ELL34-052315,313.1535,1,313.1535,1,precursor,11.4,49972,4988,1
871x,molecules2,ELL35-052315,313.1535,1,313.1535,1,precursor,11.4,1519656,11160,1
871x,molecules2,ELL36-052315,313.1535,1,313.1535,1,precursor,11.36,2883889,18036,1
871x,molecules2,ELL37-052315,313.1535,1,313.1535,1,precursor,11.46,377650,5854,1
871x,molecules2,ELL38-052315,313.1535,1,313.1535,1,precursor,11.38,46346,3281,1
871x,molecules2,ELL39-052315,313.1535,1,313.1535,1,precursor,11.46,37404,2990,1
871x,molecules2,ELL40-052315,313.1535,1,313.1535,1,precursor,11.39,887571,7472,1
871x,molecules2,ELL41-052315,313.1535,1,313.1535,1,precursor,11.46,447889,5485,1
871x,molecules2,ELL42-052315,313.1535,1,313.1535,1,precursor,11.46,113042,4170,1
871x,molecules2,ELL43-052315,313.1535,1,313.1535,1,precursor,11.39,72391,1694,1
871x,molecules2,ELL44-052315,313.1535,1,313.1535,1,precursor,11.47,69148,1783,1
871x,molecules2,ELL45-052315,313.1535,1,313.1535,1,precursor,11.43,31900,4066,1
871x,molecules2,ELL46-052315,313.1535,1,313.1535,1,precursor,11.46,37320,2213,1
871x,molecules2,ELL47-052315,313.1535,1,313.1535,1,precursor,11.45,86951,1778,1
871x,molecules2,ELL48-052315,313.1535,1,313.1535,1,precursor,11.46,28016,4437,1
871x,molecules2,ELL49-052315,313.1535,1,313.1535,1,precursor,11.4,34736,2671,1
871x,molecules2,ELL50-052315,313.1535,1,313.1535,1,precursor,11.48,362147,4470,1
871x,molecules2,ELL51-052315,313.1535,1,313.1535,1,precursor,11.46,53872,3139,1
871x,molecules2,ELL52-052315,313.1535,1,313.1535,1,precursor,11.43,2769283,9265,1
871x,molecules2,ELL53-052315,313.1535,1,313.1535,1,precursor,11.39,39788,1662,1
871x,molecules2,ELL54-052315,313.1535,1,313.1535,1,precursor,11.43,3090804,13860,1
871x,molecules2,ELL55-052315,313.1535,1,313.1535,1,precursor,11.4,40901,1574,1
871x,molecules2,HCHu01-052315,313.1535,1,313.1535,1,precursor,11.45,168119,2013,1
871x,molecules2,HCHu02-052315,313.1535,1,313.1535,1,precursor,11.36,186584,1492,1
871x,molecules2,HCHu03-052315,313.1535,1,313.1535,1,precursor,11.42,291924,3997,1
871x,molecules2,HCHu04-052315,313.1535,1,313.1535,1,precursor,11.46,1343267,13227,1
871x,molecules2,HCHu05-052315,313.1535,1,313.1535,1,precursor,11.49,484348,3765,1
871x,molecules2,HCHu06-052315,313.1535,1,313.1535,1,precursor,11.44,105075,3288,1
871x,molecules2,HCHu07-052315,313.1535,1,313.1535,1,precursor,11.5,1081050,11012,1
871x,molecules2,HCHu08-052315,313.1535,1,313.1535,1,precursor,11.46,399917,3643,1
871x,molecules2,HCW01-052315,313.1535,1,313.1535,1,precursor,11.37,2357496,21272,1
871x,molecules2,HCW02-052315,313.1535,1,313.1535,1,precursor,11.45,3623678,13783,1
871x,molecules2,HCW03-052315,313.1535,1,313.1535,1,precursor,11.45,2721012,29661,1
871x,molecules2,HCW04-052315,313.1535,1,313.1535,1,precursor,11.46,2096603,27552,1
871x,molecules2,HCW05-052315,313.1535,1,313.1535,1,precursor,11.45,5086811,20925,1
871x,molecules2,HCW06-052315,313.1535,1,313.1535,1,precursor,11.36,3899665,27058,1
871x,molecules2,HCW07-052315,313.1535,1,313.1535,1,precursor,11.4,2163783,10623,1
871x,molecules2,HCW08-052315,313.1535,1,313.1535,1,precursor,11.45,1747644,17935,1
871x,molecules2,HCW09-052315,313.1535,1,313.1535,1,precursor,11.34,5478997,42574,1
871x,molecules2,HCW10-052315,313.1535,1,313.1535,1,precursor,11.46,4838513,27137,1
871x,molecules2,HCW14-052315,313.1535,1,313.1535,1,precursor,11.45,3399023,12452,1
871x,molecules2,HCW15-052315,313.1535,1,313.1535,1,precursor,11.43,3283297,34758,1
871x,molecules2,HCW16-052315,313.1535,1,313.1535,1,precursor,11.39,3266092,24004,1
871x,molecules2,HCW17-052315,313.1535,1,313.1535,1,precursor,11.46,4671644,32676,1
871x,molecules2,HCW18-052315,313.1535,1,313.1535,1,precursor,11.42,590630,4691,1
871x,molecules2,HCW19-052315,313.1535,1,313.1535,1,precursor,11.48,1897875,22000,1
871x,molecules2,HCW47-052315,313.1535,1,313.1535,1,precursor,11.49,3045569,22104,1
871x,molecules2,HCW48-052315,313.1535,1,313.1535,1,precursor,11.46,3936382,15895,1
871x,molecules2,HCW49-052315,313.1535,1,313.1535,1,precursor,11.46,4260559,46334,1
871x,molecules2,HCW50-052315,313.1535,1,313.1535,1,precursor,11.41,3406809,19937,1
871x,molecules2,HCW51-052315,313.1535,1,313.1535,1,precursor,11.47,1691996,11990,1
871x,molecules2,HCW52-052315,313.1535,1,313.1535,1,precursor,11.38,1745626,11471,1
871x,molecules2,HCW53-052315,313.1535,1,313.1535,1,precursor,11.44,3129200,21030,1
871x,molecules2,HCW54-052315,313.1535,1,313.1535,1,precursor,11.47,3243291,26568,1
871x,molecules2,HCW55-052315,313.1535,1,313.1535,1,precursor,11.48,1452501,15588,1
871x,molecules2,HCW56-052315,313.1535,1,313.1535,1,precursor,11.33,1189211,7073,1
871x,molecules2,HCW57-052315,313.1535,1,313.1535,1,precursor,11.47,1501309,9324,1
871x,molecules2,HCW58-052315,313.1535,1,313.1535,1,precursor,11.47,3386124,34807,1
871x,molecules2,HCW59-052315,313.1535,1,313.1535,1,precursor,11.45,1314095,14866,1
871x,molecules2,HCW60-052315,313.1535,1,313.1535,1,precursor,11.37,2668769,18625,1
1033,molecules1,EDL108-052315,341.248414,1,341.248414,1,precursor,19.58,9927,4630,1
1033,molecules1,EDL100-052315,341.248414,1,341.248414,1,precursor,19.95,125070,12503,1
1033,molecules1,EDL101-052315,341.248414,1,341.248414,1,precursor,19.57,16691,2342,1
1033,molecules1,EDL102-052315,341.248414,1,341.248414,1,precursor,19.96,9112,3903,1
1033,molecules1,EDL103-052315,341.248414,1,341.248414,1,precursor,19.99,201810,14480,1
1033,molecules1,EDL104-052315,341.248414,1,341.248414,1,precursor,19.99,4562,3842,1
1033,molecules1,EDL105-052315,341.248414,1,341.248414,1,precursor,19.79,2731,2118,1
1033,molecules1,EDL106-052315,341.248414,1,341.248414,1,precursor,19.92,5940,2032,1
1033,molecules1,EDL107-052315,341.248414,1,341.248414,1,precursor,20.01,589127,20337,1
1033,molecules1,EDL109-052315,341.248414,1,341.248414,1,precursor,19.88,1672,2263,1
1033,molecules1,EDL110-052315,341.248414,1,341.248414,1,precursor,19.98,633,3573,1
1033,molecules1,EDL111-052315,341.248414,1,341.248414,1,precursor,19.95,77549,9220,1
1033,molecules1,EDL112-052315,341.248414,1,341.248414,1,precursor,19.93,7920,6103,1
1033,molecules1,EDL113-052315,341.248414,1,341.248414,1,precursor,19.97,50042,7883,1
1033,molecules1,EDL114-052315,341.248414,1,341.248414,1,precursor,19.96,87044,14297,1
1033,molecules1,EDL115-052315,341.248414,1,341.248414,1,precursor,19.89,763,3978,1
1033,molecules1,EDL116-052315,341.248414,1,341.248414,1,precursor,19.92,31619,6549,1
1033,molecules1,EDL117-052315,341.248414,1,341.248414,1,precursor,20.18,5732,13010,1
1033,molecules1,EDL118-052315,341.248414,1,341.248414,1,precursor,19.88,1905,3742,1
1033,molecules1,EDL119-052315,341.248414,1,341.248414,1,precursor,19.96,534608,25063,1
1033,molecules1,EDL120-052315,341.248414,1,341.248414,1,precursor,19.73,1868,1433,1
1033,molecules1,EDL121-052315,341.248414,1,341.248414,1,precursor,19.97,218649,24370,1
1033,molecules1,EDL122-052315,341.248414,1,341.248414,1,precursor,19.75,7594,3035,1
1033,molecules1,EDL123-052315,341.248414,1,341.248414,1,precursor,20.18,5967,11715,1
1033,molecules1,EDL124-052315,341.248414,1,341.248414,1,precursor,19.85,2408,4515,1
1033,molecules1,EDL125-052315,341.248414,1,341.248414,1,precursor,19.96,12232,8228,1
1033,molecules1,EDL81-052315,341.248414,1,341.248414,1,precursor,20.02,16559,3197,1
1033,molecules1,EDL82-052315,341.248414,1,341.248414,1,precursor,19.89,15676,5862,1
1033,molecules1,EDL83-052315,341.248414,1,341.248414,1,precursor,20.06,3517,6481,1
1033,molecules1,EDL84-052315,341.248414,1,341.248414,1,precursor,19.95,47544,3715,1
1033,molecules1,EDL85-052315,341.248414,1,341.248414,1,precursor,20,44281,8484,1
1033,molecules1,EDL91-052315,341.248414,1,341.248414,1,precursor,19.9,6424,4633,1
1033,molecules1,EDL92-052315,341.248414,1,341.248414,1,precursor,19.87,3259,1090,1
1033,molecules1,EDL93-052315,341.248414,1,341.248414,1,precursor,20.15,10062,3008,1
1033,molecules1,EDL94-052315,341.248414,1,341.248414,1,precursor,19.92,163047,20279,1
1033,molecules1,EDL95-052315,341.248414,1,341.248414,1,precursor,19.98,217946,12851,1
1033,molecules1,EDL96-052315,341.248414,1,341.248414,1,precursor,19.73,736,4766,1
1033,molecules1,EDL97-052315,341.248414,1,341.248414,1,precursor,20.01,75149,9698,1
1033,molecules1,EDL98-052315,341.248414,1,341.248414,1,precursor,19.94,46075,5331,1
1033,molecules1,EDL99-052315,341.248414,1,341.248414,1,precursor,19.98,3740,2809,1
1033,molecules1,ELL11-052315,341.248414,1,341.248414,1,precursor,19.93,2692,5436,1
1033,molecules1,ELL12-052315,341.248414,1,341.248414,1,precursor,19.69,855,3469,1
1033,molecules1,ELL13-052315,341.248414,1,341.248414,1,precursor,19.77,3720,4663,1
1033,molecules1,ELL14-052315,341.248414,1,341.248414,1,precursor,20.02,898,5147,1
1033,molecules1,ELL15-052315,341.248414,1,341.248414,1,precursor,19.93,1217,3021,1
1033,molecules1,ELL21-052315,341.248414,1,341.248414,1,precursor,20,435464,30137,1
1033,molecules1,ELL22-052315,341.248414,1,341.248414,1,precursor,19.99,112870,7267,1
1033,molecules1,ELL23-052315,341.248414,1,341.248414,1,precursor,19.93,121533,9735,1
1033,molecules1,ELL24-052315,341.248414,1,341.248414,1,precursor,19.92,93356,8316,1
1033,molecules1,ELL25-052315,341.248414,1,341.248414,1,precursor,19.92,254214,17553,1
1033,molecules1,ELL26-052315,341.248414,1,341.248414,1,precursor,19.94,17835,4323,1
1033,molecules1,ELL27-052315,341.248414,1,341.248414,1,precursor,20.01,3668,4211,1
1033,molecules1,ELL28-052315,341.248414,1,341.248414,1,precursor,19.97,3039,2276,1
1033,molecules1,ELL29-052315,341.248414,1,341.248414,1,precursor,20.02,213577,7482,1
1033,molecules1,ELL30-052315,341.248414,1,341.248414,1,precursor,20.08,3250,3024,1
1033,molecules1,ELL31-052315,341.248414,1,341.248414,1,precursor,19.87,1975,2438,1
1033,molecules1,ELL32-052315,341.248414,1,341.248414,1,precursor,19.94,765,2336,1
1033,molecules1,ELL33-052315,341.248414,1,341.248414,1,precursor,19.91,35959,6025,1
1033,molecules1,ELL34-052315,341.248414,1,341.248414,1,precursor,19.95,42805,9105,1
1033,molecules1,ELL35-052315,341.248414,1,341.248414,1,precursor,19.9,2591,3693,1
1033,molecules1,ELL36-052315,341.248414,1,341.248414,1,precursor,19.89,2390,4805,1
1033,molecules1,ELL37-052315,341.248414,1,341.248414,1,precursor,19.95,23393,5677,1
1033,molecules1,ELL38-052315,341.248414,1,341.248414,1,precursor,20.03,49156,6788,1
1033,molecules1,ELL39-052315,341.248414,1,341.248414,1,precursor,19.94,96184,7539,1
1033,molecules1,ELL40-052315,341.248414,1,341.248414,1,precursor,19.82,1710,4015,1
1033,molecules1,ELL41-052315,341.248414,1,341.248414,1,precursor,19.98,348138,31830,1
1033,molecules1,ELL42-052315,341.248414,1,341.248414,1,precursor,19.93,3947,4825,1
1033,molecules1,ELL43-052315,341.248414,1,341.248414,1,precursor,19.97,12542,6621,1
1033,molecules1,ELL44-052315,341.248414,1,341.248414,1,precursor,19.96,10781,4254,1
1033,molecules1,ELL45-052315,341.248414,1,341.248414,1,precursor,20.04,221760,19653,1
1033,molecules1,ELL46-052315,341.248414,1,341.248414,1,precursor,20,149190,16852,1
1033,molecules1,ELL47-052315,341.248414,1,341.248414,1,precursor,19.97,56798,6596,1
1033,molecules1,ELL48-052315,341.248414,1,341.248414,1,precursor,20.01,159490,9745,1
1033,molecules1,ELL49-052315,341.248414,1,341.248414,1,precursor,19.93,19902,6104,1
1033,molecules1,ELL50-052315,341.248414,1,341.248414,1,precursor,19.97,96036,9793,1
1033,molecules1,ELL51-052315,341.248414,1,341.248414,1,precursor,20,283450,27484,1
1033,molecules1,ELL52-052315,341.248414,1,341.248414,1,precursor,19.98,1890,2145,1
1033,molecules1,ELL53-052315,341.248414,1,341.248414,1,precursor,19.94,325916,16641,1
